,engNum,engVerse,ipqNum,ipqVerse
1867,mrk.14.37,"When Jesus came back and found the disciples sleeping, he said to Simon Peter, “Are you asleep? Can't you stay awake for just one hour? ",mrk.14.37,"Jesus utiŋaruq piŋasunun iḷitchitquramiñun, aasii tautukługich siñiktuat. Peter uqallautiŋagaa, Simon, siñikpich? Quviqtaiḷiyumiñaiñŋavich atautchimiunnii ikarraġmi? "
1868,mrk.14.38,"Stay awake and pray that you won't be tested. You want to do what is right, but you are weak.”",mrk.14.38,"Quviqtaiḷisitchi aŋaiyyusitchiḷu, iḷaanni payarirauviaqtusi ikł̣igutchaktinniaġunmun. Iḷumun ilitqusisi piyummatiqaġaluaqtut, timisi sayaitchut."
1869,mrk.14.39,Jesus went back and prayed the same prayer. ,mrk.14.39,"Tavra Jesus aullatqiŋaruq, aasii aŋaiyyuvluni taapkuniŋasuli uqaluŋnik. "
1870,mrk.14.40,"But when he returned to the disciples, he found them sleeping again. They simply could not keep their eyes open, and they did not know what to say.",mrk.14.40,"Tavra utiqami, ilaan tautuŋagai siñiktuat suli qanuq pillitchiŋarut. Suli iḷisimaŋaitchut kiggutiksramiŋnik ilaanun."
1871,mrk.14.41,"When Jesus returned to the disciples the third time, he said, “Are you still sleeping and resting?  Enough of this! The time has come for the Son of Man to be handed over to sinners. ",mrk.14.41,"Tavra qaiŋaruq piŋayuaŋni, aasii uqallautivlugich, Siñikpisisuli unaŋuiqsiqł̣usiḷu? Siñikpaaniktusi. Uvva aitchuutauniksraŋa Iġñiŋan Iñuum tikitchuq aŋalataġiyumiñaqsivḷugu piḷuktuanun iñuŋnun. "
1872,mrk.14.42,Get up! Let's go. The one who will betray me is already here.”,mrk.14.42,Makittitchi. Aullaqta. Tautuksiuŋ uvva. Aitchuutiginniktuaq uvamnik tikitchuq.
1873,mrk.14.43,"Jesus was still speaking, when Judas the betrayer came up. He was one of the twelve disciples, and a mob of men armed with swords and clubs were with him. They had been sent by the chief priests, the nation's leaders, and the teachers of the Law of Moses. ",mrk.14.43,"Tavra tavrauvvaa uqaġniaqtillugusuli, qairuq Judas, iḷaŋat qulit malġuk. Piqatigiŋagai iñusalaich savikpaliraqtuat anauttaksraligaaqtuallu, tiliraŋich aŋaiyyuliqsiqpaich iḷisaurriḷḷu pitquranik umialiŋnallu. "
1874,mrk.14.44,"Judas had told them ahead of time, “Arrest the man I greet with a kiss.  Tie him up tight and lead him away.”",mrk.14.44,"Tavra taavruma aitchuutiginniktuam ilaanik nalunaiñŋutaksriñŋagai, uqaqłuni, Kiñaliqaa kunikkaġa taamna ilaaguruq. Tigugisigiksi aasii aullatilugu qaunagilugu."
1875,mrk.14.45,"Judas walked right up to Jesus and said, “Teacher!” Then Judas kissed him, ",mrk.14.45,"Tavra Judas tikipqauraqami, tavrauvvaa ullaŋagaa Jesus aasii uqallakłuni, Iḷisaurrii. Suli kuniŋagaa. "
1876,mrk.14.46,and the men grabbed Jesus and arrested him.,mrk.14.46,Tavra tiguniqłaŋagaat. 
1877,mrk.14.47,Someone standing there pulled out a sword. He struck the servant of the high priest and cut off his ear.,mrk.14.47,"Tavra iḷaŋata qikaqtuat tamaani amuŋagaa savikpak, aasii anauvlugu kivgaŋa aŋaiyyuliqsiqpaich qaukłiata aasii siutaiqł̣ugu. "
1878,mrk.14.48,"Jesus said to the mob, “Why do you come with swords and clubs to arrest me like a criminal? ",mrk.14.48,"Tavra Jesus uqallautiŋagai, Qaivisi tigligayuktimun pimmatun, savikpaqaqłusi anaullautiniglu tiguyaqtuqłuŋa? "
1879,mrk.14.49," Day after day I was with you and taught in the temple, and you didn't arrest me. But what the Scriptures say must come true.”",mrk.14.49,"Uvaŋa uvlutuaġman piqatigigivsi aŋaiyyuvikpaŋmi iḷisaurrivḷuŋa, aasii tigulaitkivsiŋa. Aglaan Bible uqaluat nalauttuksrauruq."
1880,mrk.14.50,All of Jesus' disciples ran off and left him. ,mrk.14.50,Tavra iluqaġmiŋ iḷitchitqurat qimagruiññaqługu pigruŋarut.
1881,mrk.14.51,"One of them was a young man who was wearing only a linen cloth. And when the men grabbed him, ",mrk.14.51,"Tavra nukatpiam Jesus maliŋagaa ukił̣haaġiksuamik uligaaqtuqłuni annuġaiññami. Tavra tiguŋagaluaġmigaat, "
1882,mrk.14.52,he left the cloth behind and ran away naked.,mrk.14.52,"aglaan ilaan qimaŋagaa uligaani, aasii pigruqłuni iliŋiññiñ annuġaiḷaq."
1883,mrk.14.53,"Jesus was led off to the high priest. Then the chief priests, the nation's leaders, and the teachers of the Law of Moses all met together. ",mrk.14.53,"Tavra aullautiŋagaat Jesus aŋaiyyuliqsiqpaich qaukłiata igluanun, suli piqatigivlugu kasimaŋarut iluqaġmiŋ aŋaiyyuliqsiqpaiḷḷu umialiŋnallu iḷisaurriḷḷu pitquranik. "
1884,mrk.14.54,"Peter had followed at a distance, and when he reached the courtyard of the high priest's house, he sat down with the guards to warm himself beside a fire.",mrk.14.54,Tavra Peter-m maliŋagaa Jesus aquagun uŋasikł̣ugu aasii isiqłuni siḷallianun igluata aŋaiyyuliqsiqpaich qaukłiata. Tavruŋa aquvinŋaruq piqatigivlugich munaqsrich pasiaqłuni igniġmi. 
1885,mrk.14.55,"The chief priests and the whole council tried to find someone to accuse Jesus of a crime, so they could put him to death. But they could not find anyone to accuse him. ",mrk.14.55,Tavra aŋaiyyuliqsiqpaich iluqaġmiglu uqaqsitaaqtitchirit pasikkutiksraqsiuŋagaat Jesus tuqutchumiñaqsisukługu. Aglaan paqitchiḷaiñŋarut. 
1886,mrk.14.56,"Many people did tell lies against Jesus, but they did not agree on what they said. ",mrk.14.56,Iñugiaktuat iñuich sagluuŋarut iḷisimaniruat ilaagun pasikkutiksranik. Suli uqaluŋich atilaiñŋarut.
1887,mrk.14.57,"Finally, some men stood up and lied about him. They said, ",mrk.14.57,"Tavra iñuich iḷaŋich makinŋarut, aasii saglunik uqaqłutiŋ ilaagun. "
1888,mrk.14.58, “We heard him say he would tear down this temple that we built. He also claimed that in three days he would build another one without any help.” ,mrk.14.58,"Tusaaŋagikput uqallaŋman, Suksraunġiġñiaġiga una aŋaiyyuvikpak savaaŋat iñuich, aasii uvlut piŋasut sippiġaluaġnagich savagniaqtuŋa allamik aŋaiyyuvikpaŋmik iñuich savaaġiŋisaŋannik."
1889,mrk.14.59,But even then they did not agree on what they said.,mrk.14.59,Naaggaptauqsuli uqaluŋich atiŋaitchut.
1890,mrk.14.60,"The high priest stood up in the council and asked Jesus, “Why don't you say something in your own defense? Don't you hear the charges they are making against you?” ",mrk.14.60,"Tavra aŋaiyyuliqsiqpaich qaukłiat makinŋaruq qitqannun, aasii apiġivlugu Jesus, Kiggutiksraitpich ukua iñuich uqaluŋiññun ilipkun? "
1891,mrk.14.61,"But Jesus kept quiet and did not say a word. The high priest asked him another question, “Are you the Messiah, the Son of the glorious God?”",mrk.14.61,"Tavra Jesus nivliŋaitchuq, suli kiuŋaitkaa sumik. Aŋaiyyuliqsiqpaich qaukłiata apiġitqiŋagaa, Ilivich Christ-guvich, Iġñiŋa Nanġaqtauruam? "
1892,mrk.14.62," “Yes, I am!” Jesus answered. “Soon you will see the Son of Man sitting at the right side of God All-Powerful, and coming with the clouds of heaven.”",mrk.14.62,"Jesus uqallaŋaruq, Tavrauruŋa. Aasii ilivsi tautugniaġiksi Iġñiŋa Iñuum aquppiruaq taliqpiata tuŋaani Sapiġñaqtuam, suli qairuaq nuvuyaŋigun qiḷaum."
1893,mrk.14.63,"At once the high priest ripped his robe apart and shouted, “Why do we need more witnesses? ",mrk.14.63,"Tavra aŋaiyyuliqsiqpaich qaukłiata aliktuŋagai annuġaani suli uqaqłuni, Iñuvsaanik pasiññiktuksranik ilaanik piqaqtuksrauŋaiqsugut. "
1894,mrk.14.64, You heard him claim to be God! What is your decision?” They all agreed he should be put to death.,mrk.14.64,Tusaaganikkiksi God-itun iḷiuqtuaq inmiñik. Qanuq sivunniqpisiuŋ? Tavra iluqaġmiŋ sivunniŋagaat tuqutauruksraġuqługu.
1895,mrk.14.65,"Some of the people started spitting on Jesus. They blindfolded him, hit him with their fists, and said, “Tell us who hit you!” Then the guards took charge of Jesus and beat him.",mrk.14.65,"Tavra iñuich iḷaŋisa tivvuaqturraqsiŋagaat Jesus, suli matuvlugu kiiñaŋa qakiqtaqługu uqaqłutiŋ, Nalautchaġiñ kimun qakiqtilaaġnik. Suli qaunaksrit tiguvlugu pattaŋagaat."
1896,mrk.14.66,"While Peter was still in the courtyard, a servant girl of the high priest came up ",mrk.14.66,"Tavra Peter siḷalliġmiitillugusuli, iḷaŋat Aŋaiyyuliqsiqpaich qaukłiata niviaqsiaq kivgaŋa tavruunnaaŋaruq. "
1897,mrk.14.67,"and saw Peter warming himself by the fire. She stared at him and said, “You were with Jesus from Nazareth!”",mrk.14.67,"Aasii tautukamiuŋ Peter pasiaqtuaq, takunnaŋagaa aasii uqallautivlugu, Ilivitchauq piqatigimmikkan Jesus Nazareth-miu. "
1898,mrk.14.68,"Peter replied, “That isn't true! I don't know what you're talking about. I don't have any idea what you mean.” He went out to the gate, and a rooster crowed.",mrk.14.68,"Tavra Peter piiḷaaŋaruq, Nalugiga. Kaŋiqsiŋitchuŋaunnii sumik uqaqtilaaġnik. Tavra aniŋaruq aniiġviŋmun, aasii tiŋmiaq nipanŋaruq. "
1899,mrk.14.69,"The servant girl saw Peter again and said to the people standing there, “This man is one of them!”",mrk.14.69,"Tavra niviaqsiam kivgam taututqiŋagaa, aasii uqautiaqsivḷugich tamaani qikaqtuat, Unauvva iḷaŋat. "
1900,mrk.14.70,"“No, I'm not!” Peter replied. A little while later some of the people said to Peter, “You certainly are one of them. You're a Galilean!”",mrk.14.70,"Tavra Peter piiḷaatqiŋaruq. Suli akkuliurallaŋman, tamatkua qikaqtuat saniġaani uqallatqiŋarut Peter-mun, Iḷumun iḷagigaatin, qanuq Galilee-ġmiugummiutin. "
1901,mrk.14.71,"This time Peter began to curse and swear, “I don't even know the man you're talking about!”",mrk.14.71,"Tavra Peter suammakłuni uqallaŋaruq, God-im tatavsaġliŋa uqaŋitkuma iḷumun ittuamik. Nalugiga kiutilaaŋa iñuk uqautigikkaqsi. "
1902,mrk.14.72,"At once the rooster crowed a second time. Then Peter remembered that Jesus had told him, “Before a rooster crows twice, you will say three times that you don't know me.” So Peter started crying.",mrk.14.72,"Tavra tiŋmiam nipannini aippiŋagaa. Aasii Peter-m itqaŋagaa uqalua Jesus inmiñun inna, Tiŋmiaq nipatkaluaqtinnagu malġugni, ilivich piiḷaaġiniaġiŋma piŋasuni. Tavra taamna itqaqamiuŋ, ilaa qiaġutiŋaruq."
1903,mrk.15.1,"Early the next morning the chief priests, the nation's leaders, and the teachers of the Law of Moses met together with the whole Jewish council. They tied up Jesus and led him off to Pilate.",mrk.15.1,"Tavra uvlaatchaurami aŋaiyyuliqsiqpaich umialiŋnallu iḷisaurriḷḷu pitquranik iluqaġmiglu uqaqsitaaqtitchirit kasimaliqtuayaaŋarut sivunniuqłutiŋ. Iliŋisa qiḷiqsruivḷugu Jesus, aullautiŋagaat qaitchukługu Pilate-mun. "
1904,mrk.15.2,"He asked Jesus, “Are you the king of the Jews?” “Those are your words,” Jesus answered.",mrk.15.2,"Tavra Pilate apiġiŋagaa, Umialigivatin Jews? Tavra Jesus kiuŋagaa, Uqallausiġigiñ. "
1905,mrk.15.3,The chief priests brought many charges against Jesus. ,mrk.15.3,Tavra aŋaiyyuliqsiqpaich pasiŋagaat iñugiaktuatigun sutigun. 
1906,mrk.15.4,"Then Pilate questioned him again, “Don't you have anything to say? Don't you hear what crimes they say you have done?” ",mrk.15.4,"Tavra Pilate-gum apiġitqiŋagaa, Kiggutiksraitpich? Qanutun uvva iñugiaktigiruanik pasigaatin. "
1907,mrk.15.5,"But Jesus did not answer, and Pilate was amazed.",mrk.15.5,Tavra Jesus kiuŋiḷgitchuqsuli. Tavra Pilate kamatchaktuq.
1908,mrk.15.6,"During Passover, Pilate always freed one prisoner chosen by the people. ",mrk.15.6,"Tavra niqinaqilimaaġmata qulaurrusiqiviŋmik, Pilate annaktitkayukkaa atausiq tigutaaqtaq, kiñapayaaq pisuŋmarruŋ. "
1909,mrk.15.7,And at that time there was a prisoner named Barabbas. He and some others had been arrested for murder during a riot. ,mrk.15.7,Tavrani iñuk inŋaruq atilik Barabbas-mik tigutaaqtauqatauruaq iñuŋnun tuavaallaktitchiññiktuanun iñuaŋavlutiŋ. 
1910,mrk.15.8,"The crowd now came and asked Pilate to set a prisoner free, just as he usually did.",mrk.15.8,Tavra iñusalaich nipaalavlutiŋ qasiḷiaqsiŋagaat Pilate pitquvlugu piḷġusikaamisun ilimiŋnun. 
1911,mrk.15.9,"Pilate asked them, “Do you want me to free the king of the Jews?” ",mrk.15.9,"Tavra Pilate-gum apiġiŋagai, Tigutaaqtauŋaiqsitquvisiuŋ uvamnun umialgat Jews? "
1912,mrk.15.10,Pilate knew that the chief priests had brought Jesus to him because they were jealous.,mrk.15.10,Qanuq ilaa iḷisimalluataŋaruq aŋaiyyuliqsiqpaŋnun aitchuutigiŋatilaaŋanik killuġivlugu. 
1913,mrk.15.11,But the chief priests told the crowd to ask Pilate to free Barabbas.,mrk.15.11,"Tavra aŋaiyyuliqsiqpaich aulayyaŋagaich iñuich, ilaanun tigutaaqtauŋaiqsitquvlugu Barabbas. "
1914,mrk.15.12,"Then Pilate asked the crowd, “What do you want me to do with this man you say is  the king of the Jews?”",mrk.15.12,"Tavra Pilate-gum apiġitqiŋagai, Qanuquvisiuŋ aasii uvamnun ilivsi taikkaqsi Umialgannik Jews? "
1915,mrk.15.13,"They yelled, “Nail him to a cross!”",mrk.15.13,"Iliŋisa saqłautiŋagaat, kikiaktuutili. "
1916,mrk.15.14,"Pilate asked, “But what crime has he done?” “Nail him to a cross!” they yelled even louder.",mrk.15.14,"Tavra Pilate-gum uqallautiŋagai, Summan? Sumik pitquramik navgiŋava? Tavra saqłautivsaaqsiññaŋagaat atqunapiaġataq, Kikiaktuutili. "
1917,mrk.15.15,"Pilate wanted to please the crowd, so he set Barabbas free. Then he ordered his soldiers to beat Jesus with a whip and nail him to a cross.",mrk.15.15,"Tavra Pilate-gum, iviġagumavlugich iñuich, tigutaaqtauŋaiqsinŋagaa Barabbas. Aasii aitchuutigiŋagaa Jesus ipiġaqtuqtitanikamiuŋ kikiaktuutitquvlugu aŋarrauramun."
1918,mrk.15.16,The soldiers led Jesus inside the courtyard of the fortress  and called together the rest of the troops. ,mrk.15.16,"Tavra aŋuyaktit itqutiŋagaat Jesus Pilate-gum igluqpaŋanun, aasii katitquŋagaich iḷakut aŋuyaktit atautchimun. "
1919,mrk.15.17,"They put a purple robe  on him, and on his head they placed a crown they had made out of thorn branches. ",mrk.15.17,"Tavra atipkaŋagaat annuġaanik suŋauraammaġiksuanik umialiktun, suli niaquġusiŋarut kakiḷḷaġnaqtuanik qisiqsiutinik, aasii iḷivḷugu niaquanun. "
1920,mrk.15.18,"They made fun of Jesus and shouted, “Hey, you king of the Jews!” ",mrk.15.18,"Tavra iliŋisa kipagivlugu nanġarraqsiŋagaat uqaqłutiŋ, Sivisuruamik iñuuli Umialgat Jews. "
1921,mrk.15.19,Then they beat him on the head with a stick. They spit on him and knelt down and pretended to worship him.,mrk.15.19,"Suli anaullaŋagaat niaquagun qiruatchiamik, tivvuaqtuqługulu. Suli kipagivlugu sitquġvigiŋagaat purvigivlugulu. "
1922,mrk.15.20,"When the soldiers had finished making fun of Jesus, they took off the purple robe. They put his own clothes back on him and led him off to be nailed to a cross. ",mrk.15.20,"Tavra kipagianikamirruŋ, mattaqtinŋagaich suŋauraammaġiksuat annuġaat ilaaniñ, aasii annuġaaqługu ilaan annuġaaŋiñik, aasii aullautivlugu kikiaktuutiyaqtuqługu."
1923,mrk.15.21," Simon from Cyrene happened to be coming in from a farm, and they forced him to carry Jesus' cross. Simon was the father of Alexander and Rufus.",mrk.15.21,"Iglaullaġmiŋ aŋuyaktit paaŋagaat iñuk atiqaqtuaq Simon-mik, tikitchaqtuqtuaq iniqpaŋmun imaŋŋa nunamiñ. Tavra nunuriŋagaat iqsruquvlugu ilaanun Jesus aŋarrauraŋa. Taamna Simon Cyrene-miu, aapaŋak Alexander-vlu Rufus-lu."
1924,mrk.15.22,"The soldiers took Jesus to Golgotha, which means “Place of a Skull.”",mrk.15.22,"Tavra Jesus tikiutiŋagaat inimun Golgotha-mun, sivuniqaqtuamun Inaanik Niaquġruam. "
1925,mrk.15.23,"There they gave him some wine mixed with a drug to ease the pain, but he refused to drink it.",mrk.15.23,"Tavra imiksriñŋagaat wine-mik avuuŋaruamik Myrrh-mik, aasii imiŋaitkaa. "
1926,mrk.15.24, They nailed Jesus to a cross and gambled to see who would get his clothes. ,mrk.15.24,"Tavra kikiaktuutianikamirruŋ, autaaŋagaich annuġaaŋi, saaptautigivlugich nalliannik iñullaa piñiaqtilaaŋanik."
1927,mrk.15.25,It was about nine o'clock in the morning when they nailed him to the cross. ,mrk.15.25,Nainukłaaġman uvlaami kikiaktuutiŋagaat. 
1928,mrk.15.26,"On it was a sign that told why he was nailed there. It read, “This is the King of the Jews.” ",mrk.15.26,"Suli aglaich pasikkusiaŋi iḷiŋagaich niaquata qulaanun uqaluqaqtuat inna, “Umialgat Jews.” "
1929,mrk.15.29," People who passed by said terrible things about Jesus. They shook their heads and shouted, “Ha! So you're the one who claimed you could tear down the temple and build it again in three days. ",mrk.15.29,"Iñuich tamaunnaaqtuat Jesus niaqulavigiraġaŋagaat nivliativlugulu pisaaŋŋatinik, Yaqhii, suksraunġiiyumaaqtuatiin imña aŋaiyyuvikpaŋmik aasii nappatqigḷugu uvluni piŋasuni,"
1930,mrk.15.30,Save yourself and come down from the cross!”,mrk.15.30,"annauttuiñ iliŋnik, atqaġiḷḷu aŋarrauramiñ. "
1931,mrk.15.31,"The chief priests and the teachers of the Law of Moses also made fun of Jesus. They said to each other, “He saved others, but he can't save himself. ",mrk.15.31,"Tainnatuttauq aŋaiyyuliqsiqpaich iḷisaurriḷḷu pitquranik, kipagivlugu uqaŋarut ilimiŋnun, Annaurriŋagaluaqtuq allanik, ilimiñik annautilaitchuq. "
1932,mrk.15.32,"If he is the Messiah, the king of Israel, let him come down from the cross! Then we will see and believe.” The two criminals also said cruel things to Jesus.",mrk.15.32,"Tautuglakput Christ umialgat Israel, atqaġli aŋarrauramiñ akkupak ukpiġiliġumagikput. Suli malġuk kikiaktuurrauqatauruak Jesus-mun pisaaŋaŋammigaak."
1933,mrk.15.33,About noon the sky turned dark and stayed that way until around three o'clock. ,mrk.15.33,"Tavra uvluq qitiqqaġman, taaqsiŋaruq iluqani nuna piŋasunugataqtillugu. "
1934,mrk.15.34," Then about that time Jesus shouted, “Eloi, Eloi, lema sabachthani?”  which means, “My God, my God, why have you deserted me?”",mrk.15.34,"Tavra piŋasunuŋman Jesus nivliŋaruq nipatuvluni, Eloi, Eloi, lama sabachthani, sivuniqaqtuaq, God-iiŋ, God-iiŋ, summan suksraaqpiŋa?"
1935,mrk.15.35,"Some of the people standing there heard Jesus and said, “He is calling for Elijah.”",mrk.15.35,"Tavra iḷaŋisa qikaqtuat saniġaani tusaakamirruŋ, uqallaŋarut, Ququulagaa Elijah. "
1936,mrk.15.36," One of them ran and grabbed a sponge. After he had soaked it in wine, he put it on a stick and held it up to Jesus. He said, “Let's wait and see if Elijah will come  and take him down!” ",mrk.15.36,"Tavra iñuk aqpanŋaruq aasii immiqł̣ugu ivsaktaqtuaq wine-mik, iḷivḷugu qiruum nuvuanun, aitchuŋagaa imiquvlugu uqallautivlugich, Aannagu. Naipiqtuġlakput Elijah qaiñiaġmagaan atqaġiaġlugu."
1937,mrk.15.37,Jesus shouted and then died.,mrk.15.37,"Tavra Jesus nivliŋaruq nipatuvluni, aasii aniġniġiqł̣uni. "
